A1,A2,A3,A4,A5,ranking,a,b,c,d,e
1.342911,-1.490293,-1.1278620000000001,-1.668105,-1.214284,c>e>d>b>a,4.0,3.0,0.0,2.0,1.0
1.180268,-1.50128,-1.219425,-1.712693,-1.205543,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
0.982773,-1.567201,-1.219425,-1.8241630000000002,-1.196801,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
0.982773,-1.479307,-1.036299,-1.6903990000000002,-1.118127,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
0.7620439999999999,-1.46832,-1.0820809999999998,-1.757281,-1.153093,e>c>b>d>a,4.0,2.0,1.0,3.0,0.0
0.657487,-1.446346,-1.1278620000000001,-1.779575,-1.223026,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.42513999999999996,-1.50128,-1.265206,-1.913339,-1.371634,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.738809,-1.556214,-1.402551,-1.957927,-1.389117,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.9711559999999999,-1.556214,-1.3109879999999998,-1.891045,-1.389117,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.924686,-1.5452270000000001,-1.3567690000000001,-1.9356330000000002,-1.4066,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.006008,-1.556214,-1.3567690000000001,-1.913339,-1.336667,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
0.9595389999999999,-1.6441080000000001,-1.539895,-1.9356330000000002,-1.362892,e>c>a>d>b,2.0,4.0,1.0,3.0,0.0
0.9595389999999999,-1.677069,-1.539895,-1.957927,-1.275476,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
0.994391,-1.6441080000000001,-1.402551,-1.891045,-1.205543,c>e>a>d>b,2.0,4.0,0.0,3.0,1.0
1.006008,-1.622135,-1.265206,-1.801869,-1.161835,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.8666,-1.6441080000000001,-1.402551,-1.8241630000000002,-1.074418,e>c>b>d>a,4.0,2.0,1.0,3.0,0.0
0.8433649999999999,-1.611148,-1.448332,-1.6458110000000001,-0.925811,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.878217,-1.6441080000000001,-1.448332,-1.601223,-0.8471360000000001,e>c>b>d>a,4.0,2.0,1.0,3.0,0.0
0.901452,-1.677069,-1.3567690000000001,-1.556635,-0.785945,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.901452,-1.6441080000000001,-1.173643,-1.467459,-0.698529,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.8317479999999999,-1.633122,-1.036299,-1.378283,-0.497472,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.7620439999999999,-1.633122,-0.990518,-1.3559889999999999,-0.628596,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.7155739999999999,-1.655095,-0.807392,-1.3559889999999999,-0.75972,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.680722,-1.666082,-0.807392,-1.422871,-0.768462,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.5645479999999999,-1.6441080000000001,-0.853173,-1.311402,-0.8383950000000001,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.5529310000000001,-1.633122,-1.173643,-1.222226,-0.9345530000000001,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.49484399999999995,-1.534241,-1.0820809999999998,-1.177638,-1.013227,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.227645,-1.589174,-1.0820809999999998,-1.222226,-1.056935,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.262497,-1.732003,-1.0820809999999998,-1.24452,-0.9432940000000001,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.274115,-1.742989,-1.219425,-1.311402,-0.9957440000000001,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.157941,-1.77595,-1.3567690000000001,-1.378283,-1.048194,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.343819,-1.786937,-1.494114,-1.422871,-1.004486,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.5877829999999999,-1.8418700000000001,-1.448332,-1.24452,-0.9520360000000001,c>e>b>d>a,4.0,2.0,0.0,3.0,1.0
0.49484399999999995,-1.907791,-1.3567690000000001,-1.3559889999999999,-0.908328,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.436758,-1.8748310000000001,-1.3109879999999998,-1.445165,-0.925811,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.47161000000000003,-1.8089099999999998,-1.3109879999999998,-1.2668139999999999,-0.9345530000000001,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.518079,-1.622135,-1.3109879999999998,-1.289108,-0.855878,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5529310000000001,-1.666082,-1.219425,-1.066168,-0.733495,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5994010000000001,-1.6990419999999997,-1.3109879999999998,-1.088462,-0.689787,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5529310000000001,-1.8089099999999998,-1.448332,-0.9101100000000001,-0.698529,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.47161000000000003,-1.8638439999999998,-1.585676,-1.043874,-0.794687,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6110180000000001,-1.852857,-1.494114,-1.088462,-0.8383950000000001,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.750426,-1.8968040000000002,-1.585676,-1.13305,-0.785945,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.692339,-2.017659,-1.631458,-1.289108,-0.873361,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.750426,-2.105553,-1.677239,-1.289108,-0.8383950000000001,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.9595389999999999,-2.1714740000000003,-1.585676,-1.222226,-0.8383950000000001,e>c>b>a>d,3.0,2.0,1.0,4.0,0.0
0.982773,-2.0396330000000003,-1.494114,-1.088462,-0.742237,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.982773,-2.0506189999999997,-1.3567690000000001,-0.976992,-0.576146,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.878217,-2.094566,-1.3567690000000001,-1.066168,-0.637338,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.854982,-2.105553,-1.265206,-1.199932,-0.672304,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.924686,-1.9187779999999999,-1.3109879999999998,-1.222226,-0.646079,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7620439999999999,-1.8968040000000002,-1.3109879999999998,-1.1553440000000001,-0.716012,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7620439999999999,-1.9187779999999999,-1.265206,-1.311402,-0.75972,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6110180000000001,-1.907791,-1.173643,-1.2668139999999999,-0.8034279999999999,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.634253,-1.764963,-1.036299,-1.3559889999999999,-0.8471360000000001,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5877829999999999,-1.8089099999999998,-0.624266,-1.2668139999999999,-0.9520360000000001,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.750426,-1.797923,-0.44114,-1.289108,-0.855878,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.7620439999999999,-1.8418700000000001,-0.76161,-1.289108,-0.785945,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.692339,-1.830884,-0.76161,-1.199932,-0.663562,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.6110180000000001,-1.786937,-0.624266,-1.088462,-0.689787,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.5877829999999999,-1.77595,-0.715829,-0.976992,-0.750979,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.6458699999999999,-1.764963,-0.715829,-0.820934,-0.794687,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.727191,-1.732003,-0.76161,-0.8655219999999999,-0.707271,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.7852779999999999,-1.7539759999999998,-0.624266,-0.8655219999999999,-0.663562,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.8317479999999999,-1.8089099999999998,-0.624266,-0.79864,-0.663562,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.796896,-1.8748310000000001,-0.624266,-0.620289,-0.698529,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.7852779999999999,-1.8748310000000001,-0.5327029999999999,-0.776346,-0.637338,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.8666,-1.819897,-0.303796,-0.664876,-0.654821,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.436758,-1.8418700000000001,-0.395359,-0.620289,-0.768462,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5877829999999999,-1.830884,-0.486922,-0.5979949999999999,-0.8034279999999999,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.622635,-1.8418700000000001,-0.486922,-0.5088189999999999,-0.8034279999999999,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5296960000000001,-1.830884,-0.395359,-0.5979949999999999,-0.8383950000000001,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.5529310000000001,-1.819897,-0.303796,-0.575701,-0.8908450000000001,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.459992,-1.8089099999999998,-0.258015,-0.642583,-0.9957440000000001,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.47161000000000003,-1.8748310000000001,-0.303796,-0.5979949999999999,-1.196801,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.5877829999999999,-1.8089099999999998,-0.303796,-0.44193699999999997,-1.223026,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.657487,-1.8089099999999998,-0.34957699999999997,-0.553407,-1.301701,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7039569999999999,-1.830884,-0.303796,-0.352761,-1.284217,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7736609999999999,-1.786937,-0.166452,-0.352761,-1.153093,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7620439999999999,-1.77595,0.15401800000000002,-0.285879,-1.126868,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7039569999999999,-1.6990419999999997,0.42870699999999995,-0.040645,-1.109385,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6458699999999999,-1.710029,0.611833,-0.129821,-1.205543,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6691050000000001,-1.742989,0.657614,-0.107527,-1.196801,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.727191,-1.7210159999999999,0.42870699999999995,0.09311799999999999,-1.196801,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6691050000000001,-1.6990419999999997,0.38292600000000004,0.16,-1.205543,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6458699999999999,-1.633122,0.1998,0.11541199999999999,-1.196801,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6110180000000001,-1.6001610000000002,0.245581,0.20458800000000002,-1.1880600000000001,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6458699999999999,-1.567201,0.337144,0.449822,-1.231768,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.680722,-1.6001610000000002,0.337144,0.29376399999999997,-1.284217,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.738809,-1.6441080000000001,0.15401800000000002,0.137706,-1.284217,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.796896,-1.578188,0.42870699999999995,0.048530000000000004,-1.284217,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7620439999999999,-1.633122,0.29136300000000004,-0.062939,-1.301701,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7736609999999999,-1.655095,0.566051,-0.152115,-1.397858,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.738809,-1.666082,0.29136300000000004,-0.285879,-1.441566,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.738809,-1.666082,0.337144,-0.24129099999999998,-1.45905,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.692339,-1.6441080000000001,0.337144,-0.24129099999999998,-1.5377239999999999,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6458699999999999,-1.633122,-0.029107,-0.263585,-1.62514,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.634253,-1.666082,-0.12067,-0.352761,-1.598916,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.7852779999999999,-1.633122,-0.029107,-0.285879,-1.476533,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.622635,-1.666082,-0.12067,-0.375055,-1.546466,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5645479999999999,-1.885818,0.245581,-0.375055,-2.070963,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5413140000000001,-1.995685,0.245581,-0.46423100000000006,-2.298245,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.657487,-1.995685,0.29136300000000004,-0.46423100000000006,-2.315728,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.6691050000000001,-2.0286459999999997,0.566051,-0.21899699999999997,-2.228312,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.5994010000000001,-2.0506189999999997,0.566051,-0.107527,-2.2020869999999997,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.5877829999999999,-1.9846990000000002,0.42870699999999995,0.003943,-2.245795,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.692339,-2.006672,0.42870699999999995,0.026236000000000002,-2.21957,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.9595389999999999,-1.8089099999999998,0.47448900000000005,0.048530000000000004,-2.149638,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
1.052477,-1.6441080000000001,0.38292600000000004,0.182294,-2.027255,c>e>b>a>d,3.0,2.0,0.0,4.0,1.0
0.982773,-1.2925309999999999,0.657614,0.8288190000000001,-1.721298,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.854982,-1.171677,0.7491770000000001,0.8734069999999999,-1.6688490000000002,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.854982,-1.215624,0.8865219999999999,0.739643,-1.703815,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.006008,-1.314505,0.52027,0.962583,-1.799973,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.0408600000000001,-1.446346,0.42870699999999995,1.163229,-1.7387810000000001,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.8317479999999999,-1.391412,0.245581,1.319287,-1.6513650000000002,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.8666,-1.3254920000000001,0.29136300000000004,1.319287,-1.660107,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.924686,-1.2375969999999998,0.38292600000000004,1.140935,-1.642624,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.064095,-1.336478,0.245581,0.962583,-1.616399,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.098947,-1.358452,-0.12067,0.9402889999999999,-1.546466,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.273207,-1.578188,-0.670048,1.0740530000000001,-1.4066,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.2267379999999999,-1.534241,-0.76161,0.895701,-1.450308,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.308059,-1.402399,-0.5327029999999999,1.296993,-1.074418,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.21512,-1.490293,-0.44114,1.1855229999999999,-1.1880600000000001,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.331294,-1.446346,-0.486922,1.319287,-1.223026,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.2499719999999999,-1.534241,-0.258015,1.296993,-0.969519,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.9595389999999999,-1.633122,-0.212233,1.252405,-0.777203,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.854982,-1.490293,-0.166452,1.096347,-0.8383950000000001,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.9363040000000001,-1.5452270000000001,0.062456,0.9402889999999999,-0.960777,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
1.0292430000000001,-1.622135,-0.258015,1.0071709999999998,-1.03071,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
1.064095,-1.633122,-0.34957699999999997,0.8288190000000001,-1.100643,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.9363040000000001,-1.655095,-0.34957699999999997,0.761937,-1.118127,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.889834,-1.622135,-0.624266,0.784231,-1.214284,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.924686,-1.556214,-0.990518,0.561292,-1.35415,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.8317479999999999,-1.556214,-0.944736,0.672762,-1.266734,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.7620439999999999,-1.6880549999999999,-1.0820809999999998,0.49441,-1.345409,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.8666,-1.666082,-1.402551,0.38294,-1.415342,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.9595389999999999,-1.666082,-1.539895,0.182294,-1.432825,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.052477,-1.710029,-1.539895,0.20458800000000002,-1.389117,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.075712,-1.7210159999999999,-1.402551,0.27147,-1.397858,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.145416,-1.710029,-1.265206,0.717349,-1.4066,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.145416,-1.710029,-1.265206,0.628174,-1.397858,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.145416,-1.732003,-1.0820809999999998,0.672762,-1.389117,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
1.075712,-1.786937,-1.219425,0.672762,-1.424083,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.9711559999999999,-1.764963,-1.1278620000000001,0.717349,-1.424083,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.913069,-1.77595,-1.1278620000000001,0.717349,-1.450308,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.9711559999999999,-1.358452,-1.1278620000000001,0.8734069999999999,-1.476533,c>b>e>a>d,3.0,1.0,0.0,4.0,2.0
0.9711559999999999,-1.303518,-1.173643,0.8511129999999999,-1.511499,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.9363040000000001,-1.3254920000000001,-1.0820809999999998,1.0071709999999998,-1.502758,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.9363040000000001,-1.270558,-1.036299,1.230111,-1.528983,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.854982,-1.2815450000000002,-1.173643,1.207817,-1.572691,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8666,-1.303518,-1.219425,1.34158,-1.6513650000000002,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.854982,-1.2925309999999999,-1.219425,1.430756,-1.721298,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.913069,-1.270558,-1.1278620000000001,1.586814,-1.660107,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.901452,-1.094769,-1.036299,2.032693,-1.6775900000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9479209999999999,-1.039835,-1.036299,2.300221,-1.563949,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.901452,-0.984901,-0.990518,2.233339,-1.555208,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8433649999999999,-0.9189809999999999,-0.990518,1.943518,-1.633882,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8317479999999999,-0.842073,-0.898955,1.9881060000000002,-1.616399,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8666,-0.842073,-0.898955,1.698284,-1.424083,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.901452,-0.842073,-0.898955,2.121869,-1.389117,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.0408600000000001,-0.929968,-0.898955,2.032693,-1.362892,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.017625,-1.050822,-1.0820809999999998,1.720578,-1.380375,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.017625,-1.006875,-1.173643,1.854342,-1.415342,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.913069,-1.12773,-1.265206,1.5645200000000001,-1.4066,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.878217,-0.9958879999999999,-1.265206,1.45305,-1.35415,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8433649999999999,-0.9189809999999999,-1.219425,1.720578,-1.266734,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8317479999999999,-0.9189809999999999,-1.0820809999999998,1.809754,-1.240509,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.808513,-0.9409540000000001,-1.036299,1.7428720000000002,-1.266734,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.796896,-0.929968,-1.036299,1.832048,-1.223026,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8433649999999999,-0.787139,-0.898955,1.832048,-1.170576,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8666,-0.765166,-0.944736,2.032693,-0.9520360000000001,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.8201299999999999,-0.765166,-1.0820809999999998,2.166457,-0.8296530000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.808513,-0.787139,-0.990518,1.720578,-0.750979,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.889834,-0.6223380000000001,-1.0820809999999998,1.765166,-0.733495,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.913069,-0.567404,-1.0820809999999998,2.054987,-0.987002,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.901452,-0.611351,-1.3109879999999998,1.720578,-0.9520360000000001,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.7620439999999999,-0.6552979999999999,-1.1278620000000001,1.7428720000000002,-0.8471360000000001,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.738809,-0.589377,-1.036299,1.631402,-0.917069,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.727191,-0.556417,-0.944736,1.542226,-0.8471360000000001,c>b>a>e>d,2.0,1.0,0.0,4.0,3.0
0.7039569999999999,-0.435562,-0.44114,1.631402,-0.8821030000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.738809,-0.490496,-0.44114,1.698284,-0.9520360000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.808513,-0.435562,-0.34957699999999997,1.586814,-0.8821030000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8433649999999999,-0.391615,-0.670048,1.7874599999999998,-0.8471360000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8433649999999999,-0.347668,-0.807392,1.965812,-0.8471360000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.854982,-0.347668,-0.486922,1.9881060000000002,-0.8209120000000001,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9479209999999999,-0.380628,-0.76161,2.121869,-0.777203,b>c>e>a>d,3.0,0.0,1.0,4.0,2.0
0.8433649999999999,-0.479509,-0.944736,1.876636,-0.663562,b>c>e>a>d,3.0,0.0,1.0,4.0,2.0
0.8433649999999999,-0.435562,-0.898955,1.89893,-0.750979,b>c>e>a>d,3.0,0.0,1.0,4.0,2.0
0.8201299999999999,-0.424576,-1.0820809999999998,1.89893,-0.8034279999999999,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.7620439999999999,-0.446549,-1.0820809999999998,1.965812,-0.81217,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.808513,-0.446549,-1.0820809999999998,2.166457,-0.794687,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.750426,-0.435562,-1.1278620000000001,2.211045,-0.707271,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.750426,-0.41358900000000004,-0.944736,2.478573,-0.689787,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.7736609999999999,-0.380628,-1.036299,2.1441630000000003,-0.707271,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8201299999999999,-0.380628,-0.990518,2.054987,-0.785945,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.750426,-0.446549,-0.853173,2.077281,-0.75972,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.7852779999999999,-0.435562,-0.807392,2.188751,-0.768462,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8201299999999999,-0.41358900000000004,-0.715829,2.478573,-0.663562,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8317479999999999,-0.45753599999999994,-0.715829,2.567749,-0.672304,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9711559999999999,-0.51247,-0.486922,2.634631,-0.663562,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.017625,-0.490496,-0.34957699999999997,2.523161,-0.558663,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9711559999999999,-0.369642,-0.395359,2.456279,-0.45376400000000006,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9595389999999999,-0.358655,-0.395359,2.322515,-0.313898,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9479209999999999,-0.358655,-0.578485,2.211045,-0.401314,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.913069,-0.435562,-0.44114,2.233339,-0.514955,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9363040000000001,-0.41358900000000004,-0.486922,1.965812,-0.584888,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.913069,-0.446549,-0.34957699999999997,1.943518,-0.549921,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9479209999999999,-0.446549,-0.303796,1.965812,-0.48873,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.924686,-0.479509,-0.5327029999999999,1.9881060000000002,-0.497472,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.9711559999999999,-0.501483,-0.395359,1.89893,-0.44502200000000003,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.064095,-0.45753599999999994,-0.34957699999999997,2.032693,-0.462505,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.0292430000000001,-0.435562,-0.34957699999999997,2.077281,-0.43628,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.075712,-0.347668,-0.34957699999999997,1.9881060000000002,-0.497472,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.982773,-0.347668,-0.395359,1.9881060000000002,-0.549921,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
1.006008,-0.2378,-0.395359,1.9881060000000002,-0.663562,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
0.8317479999999999,-0.20484000000000002,-0.44114,2.054987,-0.689787,b>c>a>e>d,2.0,0.0,1.0,4.0,3.0
